Name,Type,Address,Distance(Meters),Latitude,Longitude,Rating,Price
Heavenly Island Lifestyle - Waikiki,Breakfast & Brunch,"342 Seaside Ave, Honolulu, HI 96815",516.2445972406813,21.279847,-157.827817,4.2,$$
Goofy Cafe & Dine,Cafes,"1831 Ala Moana Blvd, Ste 201, Honolulu, HI 96815",1317.0701986648908,21.28437,-157.836902216077,4.1,$$
Tommy Bahama Restaurant | Bar | Store - Waikiki,New American,"298 Beachwalk Dr, Honolulu, HI 96815",683.7845147460797,21.2811643021006,-157.830705424681,4.4,$$$
XO Restaurant,Asian Fusion,"3434 Waialae Ave, Ste 5, Honolulu, HI 96816",2912.088223213213,21.28486,-157.80262,4.6,$$
Topped Waikiki,Korean,"333 Royal Hawaiian Ave, Honolulu, HI 96815",521.3968277763296,21.27992,-157.82838,4.3,$$
Maguro Brothers Hawaii - Waikiki,Sushi Bars,"2250 Kalākaua Ave, Honolulu, HI 96815",484.24624662929733,21.279651276487577,-157.82870850410697,4.4,$$
Deck.,Hawaiian,"150 Kapahulu Ave, Queen Kapiolani Hotel, Honolulu, HI 96815",870.662235300756,21.27201,-157.82117,3.9,$$
Blue Water Shrimp & Seafood,Seafood,"2005 Kalia Rd, Honolulu, HI 96815",1235.677255547182,21.28403,-157.83603,4.2,$$
Hideout at The Laylow,Bars,"2299 Kuhio Ave, Fl 2, Honolulu, HI 96815",496.4278672847507,21.27923,-157.82654,4.2,$$
Southern Love,Southern,"753 Queen St, Unit A, Honolulu, HI 96813",3961.4070528591806,21.2998,-157.85649,4.8,$$
The Pupu House,Tiki Bars,"310 Lewers St, Honolulu, HI 96815",585.383292323183,21.280564,-157.829594,4.5,$$
Zigu,Seafood,"413 Seaside Ave, Ste 1F, Honolulu, HI 96815",607.9079695401515,21.28043,-157.82658,4.4,$$$
House Without A Key,Seafood,"2199 Kalia Rd, Honolulu, HI 96815",421.5470760586963,21.2775925941243,-157.83196874785,4.1,$$$
American Wagyu Eatery,Food Trucks,"2525 Cartwright Rd, Honolulu, HI 96815",757.5466927448853,21.2729061,-157.8214973,4.9,N/A
Doraku Sushi Waikiki,Sushi Bars,"2233 Kalakaua Ave, Ste 304, Honolulu, HI 96815",351.0110170443298,21.2784098,-157.8292908,3.8,$$
Straits - Honolulu,Asian Fusion,"1060 Auahi St, Ste 4, Honolulu, HI 96814",3298.0225486563745,21.294048,-157.853403,4.2,$$$
Pau Hana Place,Seafood,"95 Holomoana St, Honolulu, HI 96815",1823.6000203156962,21.2871179,-157.8409306,4.6,$$
Maguro Spot,Seafood,"2441 Kuhio Ave, Honolulu, HI 96815",555.6306822794404,21.276445428902484,-157.82351284391754,4.3,$$
San Paolo Pizzeria,Pizza,"1765 Ala Moana Blvd, Ste CM3, Honolulu, HI 96815",1597.6248249774155,21.28552762699498,-157.8395570684579,4.7,N/A
EbiNomi,Asian Fusion,"2310 Kuhio Ave, Courtyard 138, Honolulu, HI 96815",569.3365646196864,21.27952,-157.82585,4.5,$$
ABURIYA IBUSHI,Japanese,"740 Kapahulu Ave, Honolulu, HI 96816",1614.6483140033324,21.280692,-157.8142835,4.5,$$
Waffle and Berry,Waffles,"2250 Kalakaua Ave, Ste LL104, Honolulu, HI 96815",496.68320957545234,21.27976317250399,-157.82872415889145,4.9,$$
Aloha Melt Waikiki,Sandwiches,"355 Royal Hawaiian Ave, Honolulu, HI 96815",594.59589972732,21.2805791044724,-157.82784207310578,4.7,$$
Kaimuki Shokudo,Japanese,"1127 11th Ave, Honolulu, HI 96816",3044.8129471784227,21.282327,-157.800266,4.1,$$
Aloha Steak House,Steakhouses,"364 Seaside Ave, Honolulu, HI 96815",561.575964005294,21.28017157639919,-157.8273163863397,4.1,$$$
